Name,Image Path,Type 1,Type 2,Description
Minccino,pokemon_images/Minccino.jpg,Normal,,"A cute, small, gray Pokémon with large ears and a fluffy tail, featuring pink inner ears and a cheerful expression, standing in a playful pose."
Minior,pokemon_images/Minior.jpg,Rock,Flying,"""Cartoon-style rock creature with spiky protrusions, large black eyes, and a textured, earthy surface, featuring a mix of brown tones and triangular patterns."""
Minun,pokemon_images/Minun.jpg,Electric,,"A cute, cartoonish yellow creature with large blue ears and round cheeks, smiling joyfully while standing on its hind legs. Its body is predominantly yellow with blue accents on its ears, cheeks, and feet. The character exudes a playful and cheerful vibe, reminiscent of a small, friendly animal."
Miraidon,pokemon_images/Miraidon.jpg,Electric,Dragon,"""Electric-type creature with a sleek, blue and yellow design, featuring spiky electric patterns, a long tail, and a confident stance, reminiscent of a hybrid reptile and dragon, showcasing dynamic energy."""
Misdreavus,pokemon_images/Misdreavus.jpg,Ghost,,"A cute, cartoonish ghost Pokémon with a wavy, dark blue body, large yellow and red eyes, and a pinkish-purple head with curly strands. It wears a string of pink pearls around its neck. The overall expression is playful and friendly."
Mismagius,pokemon_images/Mismagius.jpg,Ghost,,"""Purple ghost-type Pokémon with a flowing, tattered cloak and yellow eyes, featuring pink accents and gemstones on its body, exuding a mystical aura."""
Moltres,pokemon_images/Moltres.jpg,Fire,Flying,"""Colorful mythical bird with flames for wings, soaring in a dynamic pose, vivid orange and yellow colors, cartoonish style"""
Monferno,pokemon_images/Monferno.jpg,Fire,Fighting,"A playful monkey-like creature with orange fur, blue markings on its face, and a fiery tail, leaping in an energetic pose, showcasing its playful and dynamic personality."
Morelull,pokemon_images/Morelull.jpg,Grass,Fairy,"A cute, whimsical creature resembling a mushroom with a fluffy, cloud-like base. It features three cap-like structures with pink and purple hues, and has small black eyes and green, leaf-like tendrils. The character has a playful, enchanting appearance, typical of fantasy art styles."
Morgrem,pokemon_images/Morgrem.jpg,Dark,Fairy,"A colorful, mischievous creature with a slim humanoid figure. It has large, pointed ears and sharp fangs, and its skin transitions from vibrant pink to green. The character has long, dark hair and angular features, with a confident expression and one hand raised in a playful gesture."
Morpeko,pokemon_images/morpeko-full-belly.jpg,Electric,Dark,"Cute cartoon character, round body with a mix of brown and black fur, yellow belly, big round eyes, smiling mouth, holding a small green item in one hand, playful expression, anime style, vibrant colors, cheerful atmosphere."
Mothim,pokemon_images/Mothim.jpg,Bug,Flying,"""Colorful insect-like creature with large yellow wings, orange and black body, and a sleek, metallic head design, in a dynamic flying pose."""
Mr. Mime,pokemon_images/Mr. Mime.jpg,Psychic,Fairy,"""Colorful cartoon character with pink and white body, large round spots, blue hair, and playful pose, reminiscent of a cheerful creature from a fantasy world."""
Mr. Rime,pokemon_images/Mr. Rime.jpg,Ice,Psychic,"A whimsical, cartoonish creature with a round body, large eyes, and a distinct mustache. It has blue limbs and a prominent, red belly, dressed in a playful outfit that features a hat and blue shoes. The character holds a lightning bolt, exuding a lively and energetic demeanor."
Mudbray,pokemon_images/Mudbray.jpg,Ground,,"""Cartoon-style donkey character with a friendly expression, brown and cream-colored body, large ears, and a black mane, standing on four sturdy legs."""
Mudkip,pokemon_images/Mudkip.jpg,Water,,"A cute blue aquatic creature with large round eyes, orange cheek fins, a rounded body, and a long tail, resembling a mudskipper."
Mudsdale,pokemon_images/Mudsdale.jpg,Ground,,"""An animated creature resembling a strong, bipedal horse with a dark mane, brown body, and distinctive red accents on its legs and features, exuding an aura of determination."""
Muk,pokemon_images/Muk.jpg,Poison,,"""cartoon character, purple goo creature with a blob-like shape, large mouth, and expressive eyes, playful and mischievous appearance"""
Munchlax,pokemon_images/Munchlax.jpg,Normal,,"A chubby blue creature with a round body and a wide smile, featuring large ears and a beige belly, sitting happily with small claws visible."
Munkidori,pokemon_images/Munkidori.jpg,Poison,Psychic,"""Stylish anthropomorphic monkey character with a blue face, black body, and pink accessories, striking a confident pose."""
Munna,pokemon_images/Munna.jpg,Psychic,,"A cute, round, pink creature with a smooth surface and large red eyes, adorned with purple flower patterns on the sides, resembling a whimsical character from a fantasy world."
Murkrow,pokemon_images/Murkrow.jpg,Dark,Flying,"A cartoonish bird-like creature with a blue body, a large beak, and a distinctive pointed hat-like crest. It has red eyes and a stylish tail, resembling a combination of a crow and a wizard."
Musharna,pokemon_images/Musharna.jpg,Psychic,,"A cute, cartoonish character with a round body and pastel-colored hair, surrounded by whimsical, swirling pink smoke. The character has a peaceful expression, emphasizing a dreamy or sleepy vibe."
Nacli,pokemon_images/Nacli.jpg,Rock,,"""An animated character resembling a rock with a brown and beige striped pattern, featuring two orange elements that resemble eyes, exuding a playful and whimsical appearance."""
Naclstack,pokemon_images/Naclstack.jpg,Rock,,"""Angry rock creature with a blocky body and glowing yellow eyes, surrounded by smaller rock formations, illustrated in a colorful cartoon style."""
Naganadel,pokemon_images/Naganadel.jpg,Poison,Dragon,"""Futuristic dragon-like creature with purple and pink color scheme, large round body, prominent wings, and sharp features, exuding a sleek and dynamic appearance, set against a clean, white background."""
Natu,pokemon_images/Natu.jpg,Psychic,Flying,"A round, green bird with a yellow beak and a red wing, featuring a single large eye and clawed feet, in a cartoonish style."
Necrozma,pokemon_images/Necrozma.jpg,Psychic,,"""Angular, black crystalline creature with sharp edges and large claws, featuring a colorful eye, in a dynamic pose, cartoon style"""
Nickit,pokemon_images/Nickit.jpg,Dark,,"""An adorable cartoon fox character with orange fur, large black ears, and sly eyes, playfully turning its head. Its bushy tail has a darker tip, adding to its mischievous charm. The fox has a confident stance, showcasing its playful personality in a vibrant, colorful style."""
Nidoking,pokemon_images/Nidoking.jpg,Poison,Ground,"""An anthropomorphic purple dinosaur-like creature with large, pointed ears, sharp claws, and a menacing expression. It has a reptilian body with a sturdy build, featuring a white underbelly and a series of spiky protrusions along its back. Its vibrant colors and intimidating posture suggest it is a powerful and fierce creature."""
Nidoqueen,pokemon_images/Nidoqueen.jpg,Poison,Ground,"A cartoonish blue Pokémon with large ears, a wide mouth, and a muscular build, standing in an excited pose, showcasing sharp claws and a distinct yellow underbelly."
Nidoran♀ (female),pokemon_images/nidoran-f.jpg,Poison,,"""Cartoon character of a light blue, chubby creature with large ears, a wide mouth showing sharp teeth, and distinct dark blue spots. It has a cheerful expression, standing with its mouth open as if shouting enthusiastically, in a playful, animated style."""
Nidoran♂ (male),pokemon_images/nidoran-m.jpg,Poison,,"A cute, cartoonish, purple creature with large teal ears and spiky fur, sitting down with an intense gaze and short, sharp claws."
Nidorina,pokemon_images/Nidorina.jpg,Poison,,"""Cartoon-like blue dinosaur creature with sharp spikes and red eyes, standing in a playful pose, featuring a smooth body and distinctive ear shapes, resembling a baby monster from a fantasy world."""
Nidorino,pokemon_images/Nidorino.jpg,Poison,,"A purple dinosaur-like creature with spiky features and large fins, positioned in a crouched stance, displaying sharp claws and a fierce expression. Its body is adorned with darker spots, and it has prominent horn-like structures on its head."
Nihilego,pokemon_images/Nihilego.jpg,Rock,Poison,"""Artistic depiction of a whimsical jellyfish, featuring a translucent body with a gradient from pale blue to white, adorned with star motifs on its dome. Its flowing tentacles and gentle curves evoke a sense of tranquility and underwater beauty."""
Nincada,pokemon_images/Nincada.jpg,Bug,Ground,"""An animated insect-like creature with a white segmented body, green wing-like structures, and large black eyes. It has two prominent brown claws and long, slender legs, giving it a unique, stylized appearance."""
Ninetales,pokemon_images/Ninetales.jpg,Fire,,"""Anime-style yellow fox with nine flowing tails, elegant posture, and red eyes, set against a simple background."""
Ninjask,pokemon_images/Ninjask.jpg,Bug,Flying,"A small, mechanical insect with a shiny black body and a golden head, featuring large, transparent wings. The wings are decorated with red and white patterns. Its large, red eyes give it a curious expression, and it has slender, segmented legs that resemble antennae. The character exudes a friendly and playful vibe, suggesting it belongs to a whimsical world of fantasy creatures."
Noctowl,pokemon_images/Noctowl.jpg,Normal,Flying,"A cartoonish owl with a brown and beige color scheme, featuring an exaggerated crown-like headpiece, large expressive eyes, and clawed feet. The owl has a stout body with triangular patterns on its chest and a tail that tapers off at the end. The overall style is vibrant and playful, resembling a character from a fantasy world."
Noibat,pokemon_images/Noibat.jpg,Flying,Dragon,"A small, whimsical bat-like creature with large ears, a purple and black color scheme, oversized expressive eyes, and a fluffy chest, set against a simple white background."
Noivern,pokemon_images/Noivern.jpg,Flying,Dragon,"""an illustration of a fantastical, colorful bat-like creature with large ears and a vibrant plumage, featuring shades of purple, green, and black, characterized by its fierce expression and outstretched wings, set against a plain white background"""
Nosepass,pokemon_images/Nosepass.jpg,Rock,,"""Cartoonish rock-type creature with a bird-like face, gray body, and a prominent red beak, featuring angular geometric shapes and large black eyes."""
Numel,pokemon_images/Numel.jpg,Fire,Ground,"A cartoon dinosaur-like creature with a round body, yellow skin, and a green pattern on its back. It has a large head, a small beak-like mouth, and an expressive eye, giving it a curious appearance."
Nuzleaf,pokemon_images/Nuzleaf.jpg,Grass,Dark,"A small, cartoonish creature with a round body, beige and white tones, and a leaf on its head, flexing its arms as if showing strength; large expressive eyes and an open mouth indicating confidence or determination."
Nymble,pokemon_images/Nymble.jpg,Bug,,"""Stylized cartoon insect character, resembling a blue and gray metallic fly with large wings, featuring a yellow flower pattern on its body, sitting on a white background."""
Obstagoon,pokemon_images/Obstagoon.jpg,Dark,Normal,"A fierce anthropomorphic creature with a muscular build, featuring a dark gray and black color scheme. It has distinctive star patterns on its arms, a prominent mane, and fierce red eyes. Its tongue is hanging out, giving it an aggressive yet playful demeanor. The character stands in a powerful pose, evoking strength and confidence."
Octillery,pokemon_images/Octillery.jpg,Water,,"Cute cartoon octopus with a bright red body and yellow spots, featuring large, expressive eyes and a playful pose."
Oddish,pokemon_images/Oddish.jpg,Grass,Poison,"A round, blue creature with a happy face, large green leaves on top, and small blue feet, resembling a whimsical, plant-inspired character."
Ogerpon,pokemon_images/Ogerpon.jpg,Grass,,"A vibrant, mythical creature resembling a mix of a butterfly and a leafy plant, featuring an intricate, shining turquoise headpiece, large green wings, and a playful, mischievous expression. Its body is predominantly green, with black legs and small leaf-like accents, conveying a sense of agility and magic."
Oinkologne,pokemon_images/Oinkologne.jpg,Normal,,"A cartoonish, round black pig with large ears, pink snout, and pink hooves, standing in a playful stance, exuding a quirky and charming personality."
Okidogi,pokemon_images/Okidogi.jpg,Poison,Fighting,"A muscular, furry Pokémon with a green and black color scheme, wearing a mischievous expression. It has a pink collar with a spiral design and a fist raised, as if preparing for action. The creature has large hands with claw-like fingers and a heavy, rounded body, showcasing a playful yet intimidating presence."
Omanyte,pokemon_images/Omanyte.jpg,Rock,Water,"""Cartoon-style aquatic creature with a spiraled shell, large round eyes, and a prominent blue mustache, reminiscent of a playful mollusk."""
Omastar,pokemon_images/Omastar.jpg,Rock,Water,"""An animated creature resembling a cross between a shellfish and an octopus, featuring a spiraled shell with sharp spikes, large round eyes, and bright blue tentacles."""
Onix,pokemon_images/Onix.jpg,Rock,Ground,"""Cartoon character of a rocky serpent with a stone head and a long, coiling body, featuring a horn on top. The design has a gray color palette with angular rock-like textures, displaying an intense expression."""
Oranguru,pokemon_images/Oranguru.jpg,Normal,Psychic,"Stylized fantasy monkey with purple and white fur, wearing a hood, featuring a star symbol on its forehead, one hand raised with green foliage, detailed facial expression, cartoonish style, vibrant colors."
Orbeetle,pokemon_images/Orbeetle.jpg,Bug,Psychic,"""Futuristic insect robot with a round, red shell adorned with large blue spots, featuring mechanical limbs and sharp claws, glowing eyes, and antennae, set against a simple background."""
Oricorio,pokemon_images/oricorio-baile.jpg,Fire,Flying,"A vibrant, cartoon-style bird with bright red feathers and black accents on its wings and tail. It has a unique swirl pattern on its head, large expressive eyes, and an engaging pose, showcasing its colorful plumage. Set against a simple white background, emphasizing its playful and energetic character."
Orthworm,pokemon_images/Orthworm.jpg,Steel,,"""Colorful cartoon worm with a friendly face, red and white body segments, and blue spots, cartoon style, cute and whimsical appearance"""
Oshawott,pokemon_images/Oshawott.jpg,Water,,"A cute, chibi-style water-type Pokémon character with a rounded head, large black eyes, and a blue and green color scheme. The character has a small, orange-brown nose and is holding a shell-like object in its hands, standing in a playful pose. The character's body is plump and covered in a light blue shell-like outfit with a wavy collar, resembling an adorable sea creature."
Overqwil,pokemon_images/Overqwil.jpg,Dark,Poison,"""An animated cartoon water-type Pokémon resembling a spiky spherical creature with dark purple and gray colors, large intimidating spikes, a frowning expression, and a circular tail pattern."""
Pachirisu,pokemon_images/Pachirisu.jpg,Electric,,"A small, cute, cartoonish creature with a white body and large blue tail, featuring rounded ears and cheerful expression, designed in a bright, colorful style reminiscent of animated characters from a fantasy world."
Palafin,pokemon_images/Palafin.jpg,Water,,"A cute, stylized blue dolphin character with a smiling face, large eyes, and white swirls on its body. It has a round, playful appearance and is swimming or leaping in an animated style."
Palkia,pokemon_images/Palkia.jpg,Water,Dragon,"A powerful, legendary creature with a metallic, sleek design, featuring a combination of white and purple colors, adorned with circular patterns and sharp edges. It stands on two legs, showcasing a muscular build, and has prominent fins extending from its back. The creature possesses fierce claws and a majestic tail, exuding an aura of strength and authority, set against a simple background."
Palossand,pokemon_images/Palossand.jpg,Ghost,Ground,"A whimsical sandcastle with a colorful flag at the top, decorated with pastel stones and featuring playful architectural details, sitting on a sandy beach. The castle has an open doorway and rounded towers, evoking a fun and imaginative summer scene."
Palpitoad,pokemon_images/Palpitoad.jpg,Water,Ground,"A cute blue creature with a round, light blue head and black ear-like features, large eyes, and a pearly belly, resembling a whimsical cartoon character. It has small, rounded limbs and a playful expression."
Pancham,pokemon_images/Pancham.jpg,Fighting,,"Cute cartoon panda-like creature with a mischievous expression, wearing a black and gray body, holding a green leaf in its mouth, standing in a playful pose."
Pangoro,pokemon_images/Pangoro.jpg,Fighting,Dark,"A large, muscular panda-like creature with a menacing expression, standing in a dynamic pose. It has gray and white fur, prominent claws, and a small green leaf in its mouth. The background is simple to emphasize the character."
Panpour,pokemon_images/Panpour.jpg,Water,,"A cute, cartoon-style monkey character with a blue, fluffy hairstyle and cheerful expression, featuring large rounded ears and a yellow body. The character has a playful pose with outstretched arms, set against a simple, light background."
Pansage,pokemon_images/Pansage.jpg,Grass,,"A cheerful green monkey-like creature with a leafy head, large ears, and a happy expression, standing with its arms raised in a welcoming pose."
Pansear,pokemon_images/Pansear.jpg,Fire,,"Cute monkey-like character with a playful expression, sporting a curly red hairstyle, yellow accents on its ears, and a cheerful demeanor, set against a plain background."
Paras,pokemon_images/Paras.jpg,Bug,Grass,"Cartoon-style creature resembling a small crab with a round, brown body, large expressive eyes, and two pink mushrooms on its back, set against a plain white background."
Parasect,pokemon_images/Parasect.jpg,Bug,Grass,"A cartoon crab with large, oversized claws and a pink shell adorned with yellow spots, featuring big round eyes and a cheerful expression."
Passimian,pokemon_images/Passimian.jpg,Fighting,,"""An energetic monkey-like creature with a sleek black and white body, green foliage on its head and arms, crouching in an athletic stance while holding a green ball. The character has a mischievous expression, showcasing its playful nature."""
Patrat,pokemon_images/Patrat.jpg,Normal,,"""Cartoonish ground-type creature with large red goggles, brown fur, and a playful stance, showcasing a small white tail and prominent front teeth, in a vibrant and dynamic pose."""
Pawmi,pokemon_images/Pawmi.jpg,Electric,,"A cute, chubby, orange cartoon creature with large ears and big, expressive eyes, resembling a small mammal. Its fur is bright orange with cream and green accents, and it has a fluffy tail. The character is in a playful, crouching pose, exuding a sense of friendliness and curiosity."
Pawmo,pokemon_images/Pawmo.jpg,Electric,Fighting,"A cute, chubby, cartoon-style creature with large ears, a round body, and a playful expression. Its fur is primarily golden-brown with lighter patches and turquoise accents on its ears. The character is depicted mid-motion, showing energy and enthusiasm, with a small tail and a charming face featuring large, expressive eyes."
Pawmot,pokemon_images/Pawmot.jpg,Electric,Fighting,"A cheerful, cartoonish character with orange and yellow fur, large ears, and a round body. It has big eyes and a happy expression, with its arms outstretched as if inviting a hug. The character has distinctive leaf-like details on its ears and paw-like pads on its hands. The background is simple, emphasizing the character's vibrant colors and playful demeanor."
Pawniard,pokemon_images/Pawniard.jpg,Dark,Steel,"""Cartoon character resembling a small, armored creature with red, black, and white colors, large eyes, and sharp appendages, striking a dynamic pose, inspired by fantasy creatures."""
Pecharunt,pokemon_images/Pecharunt.jpg,Poison,Ghost,"A cute and whimsical ghost-type creature with a round, purple body, large expressive eyes, and heart-shaped markings. It has two large, arachnid-like appendages with dark edges and pink centers, giving it a mysterious appearance. The creature exudes a playful yet eerie vibe, blending characteristics of a spider and a ghost."
Pelipper,pokemon_images/Pelipper.jpg,Water,Flying,"""Cartoonish, whimsical bird-like creature with a large bill, rounded body, and a playful expression. The creature features a mix of yellow and blue colors, with white accents on its wings. It has a minimalist, cartoon style, evoking a sense of cheerfulness and charm."""
Perrserker,pokemon_images/Perrserker.jpg,Steel,,"""Fierce, cartoon-style creature with a mischievous grin, large teeth, and a fluffy mane. It has dark gray and brown fur, a large horn on its head, and a spiked tail, embodying a playful yet wild demeanor, set against a bright background."""
Persian,pokemon_images/Persian.jpg,Normal,,"A sleek, beige feline-like creature with a curly tail, pointed ears, whiskers, and a red gem on its forehead, posed in a walking stance. It has sharp, piercing eyes and a confident demeanor, exuding a sense of agility and playfulness."
Petilil,pokemon_images/Petilil.jpg,Grass,,"""Cartoonish green plant creature with a round body, large white eyes, and leaves on its head and around its base, exhibiting a cheerful and whimsical appearance."""
Phanpy,pokemon_images/Phanpy.jpg,Ground,,"A cute, cartoonish blue elephant-like creature with a round body, large expressive eyes, and orange accents on its head and back, smiling joyfully."
Phantump,pokemon_images/Phantump.jpg,Ghost,Grass,"A ghostly tree spirit with a hollowed-out wooden body, large pink eyes, and small green leaves sprouting from its head and arms. It has a wispy, smoky lower half that gives it an ethereal appearance, floating gently in the air."
Pheromosa,pokemon_images/Pheromosa.jpg,Bug,Fighting,"Elegant humanoid figure with long, flowing white hair and delicate features, wearing a stylized dress composed of layered ruffles. The character has elongated limbs and prominent antenna-like extensions, standing in a graceful pose. The overall aesthetic is ethereal and otherworldly, featuring soft, pastel colors and a serene expression."
Phione,pokemon_images/Phione.jpg,Water,,"A cute, blue aquatic creature with large eyes, a round body, and long ribbon-like appendages. It has two blue dots on its forehead and a red gem on its body, giving it a whimsical appearance. The character floats gracefully, embodying a playful and joyful expression."
Pichu,pokemon_images/Pichu.jpg,Electric,,"A cute, small, cartoon-style creature with large ears, round eyes, and a cheerful smile. It has a yellow body with black markings on its ears and tail, standing in a friendly pose with one arm raised."
Pidgeot,pokemon_images/Pidgeot.jpg,Normal,Flying,"""An animated bird-like creature with large wings, a cream-colored body, brown and yellow feathers, and a long, colorful crest, soaring gracefully through the sky."""
Pidgeotto,pokemon_images/Pidgeotto.jpg,Normal,Flying,"""Anime-style bird with a rounded body, large wings, and striking plumage, featuring a reddish-brown crest and pink markings, soaring gracefully in a bright, expressive pose."""
Pidgey,pokemon_images/Pidgey.jpg,Normal,Flying,"A cartoon-style illustration of a small, plump bird with a short beak, brown and cream feathers, and a distinctive crest on its head. The bird is standing on its feet, showcasing a confident posture, with its wings slightly tucked. The background is plain to emphasize the character."
Pidove,pokemon_images/Pidove.jpg,Normal,Flying,"A cartoon-style gray and white bird, with a round body, large expressive eye, and small pink beak, flapping its wings in a cheerful pose. The bird features black stripes on its wings and tail, with pink feet. The overall look is playful and whimsical, reminiscent of a Pokémon character."
Pignite,pokemon_images/Pignite.jpg,Fire,Fighting,"""An orange and brown cartoonish creature resembling a small bear with large ears, a pig-like nose, and a confident stance. The character has a prominent tail, sharp teeth, and decorative gold patterns on its torso."""
Pikachu,pokemon_images/Pikachu.jpg,Electric,,"""An adorable yellow cartoon character with large ears, black tips, and rosy cheeks, happily standing with an energetic pose, featuring a lightning bolt-shaped tail."""
Pikipek,pokemon_images/Pikipek.jpg,Normal,Flying,"""cartoon bird, small and playful, featuring bright red and black feathers, prominent blue eyes, stylized wings and a pointed beak, sitting with a cheerful expression"""
Piloswine,pokemon_images/Piloswine.jpg,Ice,Ground,"""Cartoonish creature resembling a fluffy mammoth with a round, shaggy brown body, two prominent tusks, and a small pink nose, set against a simple background."""
Pincurchin,pokemon_images/Pincurchin.jpg,Electric,,"A spiky, dark purple creature with a rounded body and prominent yellow belly, featuring sharp, conical spikes protruding from its back. Its eyes are small and triangular, enhancing its unique, playful appearance."
Pineco,pokemon_images/Pineco.jpg,Bug,,"A cartoonish, stylized creature resembling a pinecone, featuring a spiky, green exterior and large, expressive red eyes, with a symmetrical design and a slightly anthropomorphic appearance."
Pinsir,pokemon_images/Pinsir.jpg,Bug,,"A cartoonish insect-like creature with a bulky body, spiky horns, and a fierce expression, striking a dynamic pose. The creature has a brown body with darker stripes, claw-like hands, and large, pointed horns. It exudes an energetic and aggressive vibe, resembling a battling Pokémon."
Piplup,pokemon_images/Piplup.jpg,Water,,"Cute blue and light blue bird-like creature with a round body, large eye, and yellow beak, standing upright with a friendly expression. It has a small fin-like tail and flippers for wings, characterized by a distinctive blue tuft on its head."
Plusle,pokemon_images/Plusle.jpg,Electric,,"Cute and cheerful cartoon character, yellow body with red accents, large ears, and a big smile, resembling a small, animated creature with playful energy, ideal for a playful and whimsical setting."
Poipole,pokemon_images/Poipole.jpg,Poison,,"""Fantasy creature, small and whimsical design, purple and pink color scheme, large eyes, resembling a mix of insect and ghost-like features, dynamic pose, vibrant and playful aesthetic."""
Politoed,pokemon_images/Politoed.jpg,Water,,"A cheerful, cartoonish green frog-like creature with a spiral pattern on its belly, large eyes, and a curled antenna on its head, posing playfully."
Poliwag,pokemon_images/Poliwag.jpg,Water,,"A cute blue cartoon creature with big eyes, a pink nose, and a spiral pattern on its belly, resembling a playful tadpole with a long tail."
Poliwhirl,pokemon_images/Poliwhirl.jpg,Water,,"A cute blue cartoon frog character with a spiral pattern on its belly, wearing white gloves and striking a proud pose. The character has large, expressive eyes and a cheerful demeanor."
Poliwrath,pokemon_images/Poliwrath.jpg,Water,Fighting,"Blue amphibious creature with a spiral pattern on its belly, muscular build, and determined expression, standing in a fighting pose."
Poltchageist,pokemon_images/Poltchageist.jpg,Grass,Ghost,"""Playful animated bottle character with a black and white design, featuring a smiling face, a green dripping substance, and a wooden stick beside it, in a whimsical style."""
Polteageist,pokemon_images/Polteageist.jpg,Ghost,,"A whimsical teapot with a playful purple character peeking out, featuring intricate designs in teal and gold, embodying a magical and friendly vibe, set against a clean background."
Ponyta,pokemon_images/Ponyta.jpg,Fire,,"A stylized, cartoonish horse-like creature with a white body and vibrant orange and yellow flames as a mane and tail, standing on four hooves. The creature has large, expressive eyes and a playful stance, embodying a sense of energy and warmth."
Poochyena,pokemon_images/Poochyena.jpg,Dark,,"A playful and energetic cartoon-style wolf-like creature with gray fur, black markings, a pink nose, and sharp white fangs, depicted in an alert stance."
Popplio,pokemon_images/Popplio.jpg,Water,,"A cheerful blue sea lion Pokémon with a pink nose, a light blue collar, and an expressive face, playfully posing with one flipper raised."
Porygon,pokemon_images/Porygon.jpg,Normal,,"A colorful, geometric toy resembling a stylized bird with a mix of red and blue segments, featuring large eyes and a playful stance, set against a plain white background."
Porygon-Z,pokemon_images/Porygon-Z.jpg,Normal,,"""Colorful, whimsical robotic creature with a round, dual-colored body in red and blue, featuring large, expressive eyes and multiple dynamic limbs, mid-leap."""
Porygon2,pokemon_images/Porygon2.jpg,Normal,,"A cute, cartoonish bipedal creature with a round body, blue appendages, and an oversized head. Its body is primarily pink, while its limbs and beak are blue. The creature has big, expressive eyes and a cheerful demeanor, evoking a playful and friendly atmosphere. Ideal for a vibrant, whimsical scene in a digital or animated art style."
Primarina,pokemon_images/Primarina.jpg,Water,Fairy,"A graceful, anthropomorphic sea creature resembling a blue and white mermaid, featuring long aqua hair styled with curls, a star-shaped adornment on its head, and a dress-like lower body with fins and spikes. The character exudes a playful and elegant demeanor, with large expressive eyes and a whimsical pose, set against a simple, clean background."
Primeape,pokemon_images/Primeape.jpg,Fighting,,"""Cartoon-like creature with a fluffy white body, muscular arms, and a pig-like snout, wearing black wristbands, engaged in a dynamic pose, conveying a sense of strength and agility."""
Prinplup,pokemon_images/Prinplup.jpg,Water,,"Penguin-like creature with blue and yellow coloring, large yellow tuft on head, swimming pose, cartoon style, playful expression, aquatic theme, simple background."
Probopass,pokemon_images/Probopass.jpg,Rock,Steel,"A colorful, stylized cartoon character resembling a mechanical bird with a large beak, a red hat, and blue facial features, alongside a fluffy black mustache. The character has a whimsical, playful design, evoking a sense of fun and adventure, suitable for a fantasy or animated context."
Psyduck,pokemon_images/Psyduck.jpg,Water,,"""Cartoon-style yellow water Pokémon with a duck-like face, round body, and a playful expression, sitting with its hands on its head, featuring a small black tuft of hair."""
Pumpkaboo,pokemon_images/Pumpkaboo.jpg,Ghost,Grass,"A small, round pumpkin-like creature with a brown, ghostly face, big yellow eyes, and a tuft of swirling hair on top. Its body is orange with two golden orbs as accents, giving it a whimsical, playful appearance."
Pupitar,pokemon_images/Pupitar.jpg,Rock,Ground,"A blue, spiky Pokémon character with large black eyes and a small mouth, positioned at a slight angle. The character has a rounded body shape and features prominent spines that extend from its head and back, resembling a fusion of aquatic and rock-like elements."
Purrloin,pokemon_images/Purrloin.jpg,Dark,,"A playful purple cat-like creature with large green eyes, pointy ears, and a mischievous grin, sitting gracefully with its tail curled, featuring cream-colored accents on its body."
Purugly,pokemon_images/Purugly.jpg,Normal,,"A chubby, gray-and-white cat-like creature with large purple ears and a confident expression, standing with its paws slightly apart and tail curled, exuding a playful yet assertive demeanor."
Pyroar,pokemon_images/Pyroar.jpg,Fire,Normal,"A pair of cartoon lions, one with a vibrant red and yellow mane and a fierce expression, and the other with a sleek design and a smaller mane, both featuring blue eyes and a playful stance, set against a simple white background."
Pyukumuku,pokemon_images/Pyukumuku.jpg,Water,,"""Cartoonish black creature with pink spikes, resembling a rounded rock, featuring small pink eyes and a white puff at one end, set against a simple background."""
Quagsire,pokemon_images/Quagsire.jpg,Water,Ground,"A cheerful blue aquatic creature with a rounded body, big smiling mouth, and a waving hand, featuring a purple patch on its side and a tail with a fin-like structure. It has small round eyes and a smooth, glossy texture, exuding a playful and friendly demeanor."
Quaquaval,pokemon_images/Quaquaval.jpg,Water,Fighting,"A cool humanoid bird Pokémon with a striking blue and aqua color scheme, featuring elongated wings, vibrant feather-like accents on its head, and a confident pose. The character displays a mix of elegance and playfulness, with distinctive orange feet and feather patterns resembling waves."
Quaxly,pokemon_images/Quaxly.jpg,Water,,"A cute cartoon duck character with a round blue hat, large blue eyes, and a friendly expression. The duck has a white body with light blue accents on its webbed feet and wings, exuding a charming and playful vibe."
Quaxwell,pokemon_images/Quaxwell.jpg,Water,,"A confident blue and white bird-like creature standing proudly, with a large blue crest and oversized flippers, showcasing its unique features in a dynamic pose."
Quilava,pokemon_images/Quilava.jpg,Fire,,"A playful fire-type Pokémon with a blue-green and cream body, standing upright with distinctive red eyes and a characteristic flame tuft on its back and head."
Quilladin,pokemon_images/Quilladin.jpg,Grass,,"A cheerful, green Pokémon with a round body, brown accents, and playful expression, featuring pointy ears and spiky red-orange elements on top, depicted in a dynamic jumping pose."
Qwilfish,pokemon_images/Qwilfish.jpg,Water,Poison,"A cartoonish, round fish character with spikes and a green and yellow color scheme, featuring wide eyes and a small, pink nose. The character has a playful expression and a long, slender tail."
Raboot,pokemon_images/Raboot.jpg,Fire,,"A dynamic, cartoon-style character resembling a running anthropomorphic rabbit with white fur, large ears, and an orange scarf, featuring a determined expression and a sporty appearance. The character has a mix of grey and orange accents on its body, showcasing an energetic and playful demeanor."
Rabsca,pokemon_images/Rabsca.jpg,Bug,Psychic,"A cute, aquatic creature with a blue body, large, expressive eyes, and a decorative bow. It has long, flowing white appendages resembling ribbons and is holding a large, purple orb with a round red center. The creature has a whimsical design and a playful demeanor."
